equipment_id,date,days_since_last_service,maintenance_count_30d,maintenance_count_60d,maintenance_count_90d,equipment_class,unit,nmc_within_7d
EQ-00687,2024-10-14,98,2,8,12,aviation,1-3 BN,False
EQ-00688,2024-03-13,172,7,10,15,engineer,HHC,False
EQ-00689,2024-02-22,47,7,7,12,comms,1-1 BN,False
EQ-00690,2024-08-22,56,2,8,8,tracked,1-2 BN,False
EQ-00691,2024-03-20,158,3,8,11,engineer,1-1 BN,False
EQ-00692,2024-08-06,150,1,6,8,aviation,DIV CAV,False
EQ-00693,2024-03-14,84,5,10,11,tracked,BSB,False
EQ-00694,2024-10-03,79,4,7,7,tracked,HHC,False
EQ-00695,2024-08-25,101,4,5,5,comms,1-3 BN,False
EQ-00696,2024-05-09,128,1,2,5,engineer,BSB,False
EQ-00697,2024-10-25,,2,5,5,comms,1-3 BN,False
EQ-00698,2024-05-06,135,7,12,12,engineer,HHC,False
EQ-00699,2024-06-16,143,8,9,10,tracked,BSB,True
EQ-00700,2024-12-11,94,6,11,16,wheeled,DIV CAV,False
EQ-00701,2024-04-06,,0,2,6,tracked,BSB,False
EQ-00702,2024-12-17,130,7,9,14,comms,HHC,False
EQ-00703,2024-12-26,92,2,3,8,aviation,1-1 BN,False
EQ-00704,2024-01-21,,4,5,8,tracked,BSB,False
EQ-00705,2024-10-20,118,1,3,4,engineer,BSB,False
EQ-00706,2024-10-19,,2,7,11,wheeled,HHC,False
EQ-00707,2024-10-27,24,4,5,8,aviation,BSB,False
EQ-00708,2024-09-18,51,0,4,7,tracked,1-1 BN,False
EQ-00709,2024-04-17,156,1,2,5,engineer,1-2 BN,True
EQ-00710,2024-03-18,31,7,10,13,wheeled,1-2 BN,False
EQ-00711,2024-01-28,173,1,1,1,wheeled,1-1 BN,False
EQ-00712,2024-03-07,,0,3,4,tracked,HHC,False
EQ-00713,2024-09-27,51,3,3,5,comms,2-1 BN,False
EQ-00714,2024-07-13,4,2,5,10,aviation,BSB,False
EQ-00715,2024-06-03,73,2,2,2,engineer,BSB,False
EQ-00716,2024-10-12,36,5,11,11,comms,1-3 BN,False
EQ-00717,2024-03-09,97,2,2,6,tracked,BSB,False
EQ-00718,2024-07-06,17,0,6,7,aviation,DIV CAV,False
EQ-00719,2024-11-01,178,7,13,13,aviation,1-2 BN,False
EQ-00720,2024-08-20,49,6,8,12,wheeled,1-3 BN,False
EQ-00721,2024-07-17,34,3,9,9,aviation,1-1 BN,False
EQ-00722,2024-03-20,124,0,3,3,wheeled,1-2 BN,False
EQ-00723,2024-09-02,72,0,1,5,tracked,2-1 BN,False
EQ-00724,2024-02-13,152,0,3,4,comms,BSB,False
EQ-00725,2024-05-24,28,5,7,9,engineer,1-2 BN,False
EQ-00726,2024-12-16,74,0,1,1,wheeled,DIV CAV,False
EQ-00727,2024-07-04,145,7,9,12,comms,1-3 BN,False
EQ-00728,2024-11-14,152,5,7,9,wheeled,1-2 BN,False
EQ-00729,2024-05-06,28,2,8,10,aviation,1-1 BN,False
EQ-00730,2024-02-26,31,8,8,8,wheeled,BSB,False
EQ-00731,2024-07-30,116,6,8,8,engineer,2-1 BN,False
EQ-00732,2024-09-21,133,1,7,12,wheeled,2-1 BN,False
EQ-00733,2024-02-24,28,5,10,10,tracked,1-2 BN,False
EQ-00734,2024-09-17,27,3,3,6,wheeled,1-3 BN,False
EQ-00735,2024-02-10,74,5,9,11,wheeled,1-2 BN,False
EQ-00736,2024-07-24,51,0,0,4,tracked,1-3 BN,False
EQ-00737,2024-09-29,115,6,11,14,engineer,2-1 BN,False
EQ-00738,2024-01-16,2,5,6,11,tracked,BSB,False
EQ-00739,2024-04-12,113,4,10,13,engineer,2-1 BN,False
EQ-00740,2024-03-17,17,8,9,10,wheeled,2-1 BN,False
EQ-00741,2024-01-10,69,6,9,12,wheeled,1-3 BN,False
EQ-00742,2024-11-16,,1,7,7,engineer,DIV CAV,True
EQ-00743,2024-09-05,65,0,0,5,comms,DIV CAV,False
EQ-00744,2024-04-30,142,1,7,12,engineer,HHC,False
EQ-00745,2024-12-28,81,3,8,13,aviation,BSB,True
EQ-00746,2024-03-29,156,8,8,12,wheeled,BSB,False
EQ-00747,2024-11-02,102,8,11,16,comms,1-1 BN,False
EQ-00748,2024-04-11,176,1,7,10,comms,DIV CAV,False
EQ-00749,2024-05-29,98,1,2,3,wheeled,1-1 BN,False
EQ-00750,2024-09-05,64,3,9,10,comms,2-1 BN,False
EQ-00751,2024-04-03,132,4,8,12,tracked,DIV CAV,False
EQ-00752,2024-08-16,68,2,5,10,wheeled,1-2 BN,False
EQ-00753,2024-08-27,139,2,2,2,wheeled,BSB,False
EQ-00754,2024-03-22,170,4,4,8,wheeled,BSB,False
EQ-00755,2024-02-12,180,8,12,16,tracked,BSB,False
EQ-00756,2024-10-26,29,1,4,4,comms,DIV CAV,False
EQ-00757,2024-09-14,170,8,8,8,engineer,2-1 BN,False
EQ-00758,2024-05-13,42,1,4,6,aviation,HHC,False
EQ-00759,2024-04-29,130,5,8,8,engineer,1-1 BN,False
EQ-00760,2024-01-14,108,7,9,12,aviation,BSB,False
EQ-00761,2024-04-02,22,4,8,11,tracked,HHC,False
EQ-00762,2024-12-08,131,7,12,16,wheeled,1-2 BN,False
EQ-00763,2024-11-03,130,2,5,10,comms,DIV CAV,False
EQ-00764,2024-12-09,13,4,4,8,comms,HHC,False
EQ-00765,2024-03-01,23,6,6,8,aviation,2-1 BN,False
EQ-00766,2024-10-09,73,8,12,13,tracked,2-1 BN,False
EQ-00767,2024-06-30,118,6,7,9,wheeled,DIV CAV,False
EQ-00768,2024-08-03,97,6,10,11,aviation,DIV CAV,False
EQ-00769,2024-08-07,131,4,5,5,wheeled,1-2 BN,False
EQ-00770,2024-10-14,37,2,4,8,aviation,BSB,False
EQ-00771,2024-11-18,140,2,2,6,comms,BSB,False
EQ-00772,2024-04-23,137,8,9,13,aviation,2-1 BN,True
EQ-00773,2024-03-11,39,8,11,15,aviation,2-1 BN,False
EQ-00774,2024-01-12,23,4,4,5,engineer,1-1 BN,False
EQ-00775,2024-10-27,154,2,8,9,tracked,1-1 BN,False
EQ-00776,2024-04-29,105,0,2,3,tracked,1-1 BN,False
EQ-00777,2024-05-10,25,6,8,13,aviation,1-2 BN,True
EQ-00778,2024-07-03,127,2,4,4,aviation,2-1 BN,False
EQ-00779,2024-06-11,179,4,6,6,wheeled,2-1 BN,False
EQ-00780,2024-07-24,124,1,7,11,wheeled,1-3 BN,False
EQ-00781,2024-10-31,140,0,4,8,engineer,HHC,False
EQ-00782,2024-01-02,142,2,2,4,comms,1-3 BN,True
EQ-00783,2024-07-30,27,3,9,11,engineer,2-1 BN,False
EQ-00784,2024-11-16,140,6,10,15,comms,BSB,False
EQ-00785,2024-05-07,159,8,11,13,engineer,2-1 BN,False
EQ-00786,2024-10-17,24,5,7,11,aviation,1-3 BN,False
EQ-00787,2024-12-03,158,2,7,11,wheeled,1-1 BN,False
EQ-00788,2024-12-17,64,6,11,11,comms,1-1 BN,False
EQ-00789,2024-08-30,16,3,9,13,wheeled,BSB,False
EQ-00790,2024-10-11,81,3,6,11,comms,1-1 BN,False
EQ-00791,2024-09-20,96,0,3,6,engineer,1-1 BN,True
EQ-00792,2024-10-31,35,4,8,12,engineer,1-1 BN,False
EQ-00793,2024-05-30,175,4,10,15,comms,DIV CAV,False
EQ-00794,2024-08-10,13,5,11,14,comms,1-1 BN,False
EQ-00795,2024-06-08,94,7,13,16,aviation,1-1 BN,False
EQ-00796,2024-10-19,79,5,6,7,comms,BSB,False
EQ-00797,2024-11-07,63,5,7,10,wheeled,BSB,False
EQ-00798,2024-03-07,87,4,4,4,tracked,1-3 BN,False
EQ-00799,2024-11-05,14,0,5,10,engineer,BSB,False
EQ-00800,2024-04-05,76,2,8,11,wheeled,2-1 BN,False
EQ-00001,2024-12-21,35,5,9,9,comms,1-1 BN,False
EQ-00002,2024-02-10,26,1,3,7,tracked,1-3 BN,False
EQ-00003,2024-09-30,16,0,6,10,engineer,2-1 BN,True
EQ-00004,2024-10-28,124,7,11,12,engineer,1-1 BN,False
EQ-00005,2024-03-29,92,7,13,13,engineer,1-3 BN,False
EQ-00006,2024-08-16,105,4,10,11,tracked,2-1 BN,False
EQ-00007,2024-02-08,43,0,1,5,tracked,HHC,False
EQ-00008,2024-09-02,89,6,12,16,aviation,DIV CAV,True
EQ-00009,2024-06-28,68,8,9,11,tracked,HHC,False
EQ-00010,2024-10-12,65,5,11,13,tracked,HHC,True
EQ-00011,2024-08-07,95,4,9,12,aviation,1-2 BN,False
EQ-00012,2024-04-10,50,2,7,10,wheeled,DIV CAV,False
EQ-00013,2024-11-10,159,1,4,7,comms,2-1 BN,False
EQ-00014,2024-04-15,166,2,5,6,tracked,BSB,True
EQ-00015,2024-10-11,44,1,4,6,engineer,HHC,False
EQ-00016,2024-10-04,18,6,7,7,wheeled,HHC,False
EQ-00017,2024-11-21,,3,5,10,tracked,BSB,False
EQ-00018,2024-03-15,59,5,11,12,aviation,1-1 BN,False
EQ-00019,2024-01-19,102,7,10,14,wheeled,1-1 BN,False
EQ-00020,2024-08-05,72,4,6,11,aviation,1-3 BN,False
EQ-00021,2024-05-14,137,3,9,13,comms,HHC,False
EQ-00022,2024-02-03,56,7,12,16,comms,HHC,False
EQ-00023,2024-12-17,153,1,2,6,aviation,DIV CAV,False
EQ-00024,2024-09-19,99,6,10,14,aviation,1-2 BN,False
EQ-00025,2024-12-19,81,7,11,16,engineer,2-1 BN,False
EQ-00026,2024-02-23,175,2,4,7,aviation,BSB,False
EQ-00027,2024-02-15,98,4,5,7,engineer,1-2 BN,False
EQ-00028,2024-10-12,42,8,9,10,tracked,1-1 BN,False
EQ-00029,2024-03-18,169,8,11,11,wheeled,BSB,False
EQ-00030,2024-03-21,45,8,14,18,engineer,HHC,False
EQ-00031,2024-10-22,43,2,2,2,engineer,1-1 BN,False
EQ-00032,2024-04-04,1,0,0,5,tracked,2-1 BN,False
EQ-00033,2024-08-10,8,8,14,19,comms,BSB,False
EQ-00034,2024-10-12,32,0,4,4,comms,1-2 BN,False
EQ-00035,2024-07-09,74,0,5,6,comms,1-3 BN,False
EQ-00036,2024-06-12,22,8,14,14,tracked,1-3 BN,False
EQ-00037,2024-08-03,50,5,7,10,engineer,DIV CAV,False
EQ-00038,2024-06-10,,3,8,8,wheeled,BSB,False
EQ-00039,2024-07-25,,4,6,11,tracked,2-1 BN,False
EQ-00040,2024-02-08,,0,3,6,aviation,HHC,False
EQ-00041,2024-07-18,19,0,5,8,comms,1-3 BN,False
EQ-00042,2024-02-14,58,4,4,7,wheeled,1-1 BN,False
EQ-00043,2024-07-23,152,4,10,14,engineer,DIV CAV,False
EQ-00044,2024-11-10,144,3,6,9,wheeled,1-3 BN,False
EQ-00045,2024-10-10,146,6,7,10,tracked,BSB,False
EQ-00046,2024-01-08,111,8,12,16,engineer,DIV CAV,False
EQ-00047,2024-03-01,175,7,13,17,comms,1-1 BN,True
EQ-00048,2024-07-08,93,7,13,13,engineer,2-1 BN,False
EQ-00049,2024-01-12,6,1,2,5,engineer,BSB,False
EQ-00050,2024-07-02,162,8,12,16,comms,1-2 BN,False
EQ-00051,2024-07-13,21,8,14,14,wheeled,DIV CAV,False
EQ-00052,2024-07-07,119,5,7,11,tracked,1-1 BN,False
EQ-00053,2024-08-23,24,2,5,7,comms,1-2 BN,False
EQ-00054,2024-02-08,166,8,9,11,wheeled,HHC,True
EQ-00055,2024-10-30,112,4,5,6,comms,2-1 BN,False
EQ-00056,2024-06-20,116,0,6,11,engineer,1-3 BN,False
EQ-00057,2024-07-06,27,8,10,15,aviation,2-1 BN,False
EQ-00058,2024-01-24,130,2,2,6,aviation,BSB,False
EQ-00059,2024-07-06,148,0,5,5,comms,2-1 BN,True
EQ-00060,2024-04-22,14,7,8,9,aviation,1-3 BN,False
EQ-00061,2024-08-28,144,5,10,12,tracked,1-1 BN,True
EQ-00062,2024-09-05,133,2,3,8,engineer,2-1 BN,False
EQ-00063,2024-05-03,108,1,4,8,wheeled,BSB,False
EQ-00064,2024-07-10,16,5,9,14,wheeled,1-1 BN,False
EQ-00065,2024-02-16,1,2,8,11,wheeled,1-1 BN,False
EQ-00066,2024-12-02,110,1,6,6,wheeled,1-2 BN,False
EQ-00067,2024-08-13,35,3,3,3,wheeled,BSB,False
EQ-00068,2024-08-08,4,0,3,5,engineer,BSB,False
EQ-00069,2024-11-30,147,4,8,13,wheeled,1-3 BN,False
EQ-00070,2024-04-26,134,7,10,14,tracked,1-2 BN,False
EQ-00071,2024-07-30,66,4,7,7,aviation,HHC,False
EQ-00072,2024-02-15,132,2,5,6,engineer,BSB,False
EQ-00073,2024-10-02,19,0,2,4,wheeled,1-3 BN,True
EQ-00074,2024-10-14,176,2,2,5,engineer,1-2 BN,False
EQ-00075,2024-07-03,62,5,11,12,comms,1-1 BN,False
EQ-00076,2024-07-26,112,0,5,8,aviation,DIV CAV,False
EQ-00077,2024-10-07,65,4,8,12,tracked,1-3 BN,False
EQ-00078,2024-03-31,98,4,7,8,aviation,1-3 BN,False
EQ-00079,2024-06-20,114,4,9,9,wheeled,2-1 BN,False
EQ-00080,2024-11-13,94,6,7,8,aviation,HHC,False
EQ-00081,2024-01-05,,5,11,13,engineer,2-1 BN,False
EQ-00082,2024-11-18,171,1,2,2,aviation,1-1 BN,False
EQ-00083,2024-08-24,25,0,1,3,engineer,HHC,False
EQ-00084,2024-08-15,180,2,3,8,comms,HHC,True
EQ-00085,2024-11-13,81,4,9,9,aviation,1-1 BN,False
EQ-00086,2024-02-12,81,5,11,11,tracked,BSB,True
EQ-00087,2024-08-01,29,5,6,11,wheeled,1-3 BN,False
EQ-00088,2024-12-01,163,5,5,8,engineer,BSB,False
EQ-00089,2024-09-09,49,2,5,9,wheeled,1-3 BN,False
EQ-00090,2024-12-28,165,0,1,6,engineer,1-1 BN,False
EQ-00091,2024-01-25,74,3,5,10,wheeled,HHC,True
EQ-00092,2024-10-23,,5,6,6,wheeled,2-1 BN,False
EQ-00093,2024-01-24,73,1,1,5,engineer,DIV CAV,False
EQ-00094,2024-02-18,87,2,6,8,tracked,BSB,False
EQ-00095,2024-05-04,88,2,2,4,aviation,1-1 BN,False
EQ-00096,2024-01-31,146,0,5,5,comms,2-1 BN,False
EQ-00097,2024-10-07,100,7,10,12,wheeled,HHC,True
EQ-00098,2024-05-03,178,2,7,8,comms,DIV CAV,False
EQ-00099,2024-05-27,96,3,3,3,aviation,2-1 BN,False
EQ-00100,2024-07-12,3,3,4,9,tracked,1-1 BN,False
EQ-00101,2024-02-07,98,5,7,8,comms,1-2 BN,False
EQ-00102,2024-05-26,66,2,6,6,wheeled,HHC,False
EQ-00103,2024-10-20,57,4,6,6,tracked,HHC,True
EQ-00104,2024-01-17,,6,12,17,engineer,1-2 BN,True
EQ-00105,2024-01-03,106,8,10,11,engineer,1-1 BN,True
EQ-00106,2024-02-15,57,2,6,6,comms,HHC,False
EQ-00107,2024-06-20,145,8,14,18,comms,BSB,False
EQ-00108,2024-10-16,152,6,8,9,tracked,1-2 BN,False
EQ-00109,2024-05-03,46,0,5,6,comms,1-3 BN,False
EQ-00110,2024-09-23,119,7,7,12,tracked,1-1 BN,False
EQ-00111,2024-08-15,89,2,3,8,wheeled,1-1 BN,False
EQ-00112,2024-04-02,44,1,6,10,tracked,1-2 BN,False
EQ-00113,2024-02-04,135,1,5,9,aviation,HHC,False
EQ-00114,2024-01-03,112,1,7,7,aviation,1-2 BN,False
EQ-00115,2024-10-01,141,1,6,10,aviation,DIV CAV,False
EQ-00116,2024-08-25,177,1,4,8,comms,HHC,False
EQ-00117,2024-01-26,123,8,14,19,aviation,1-2 BN,False
EQ-00118,2024-02-04,156,2,6,10,engineer,1-2 BN,False
EQ-00119,2024-09-17,80,0,5,5,aviation,1-2 BN,False
EQ-00120,2024-03-27,14,2,6,7,comms,DIV CAV,False
EQ-00121,2024-03-06,40,0,2,2,tracked,2-1 BN,False
EQ-00122,2024-05-22,135,1,1,4,tracked,1-3 BN,False
EQ-00123,2024-10-22,180,0,5,6,engineer,HHC,False
EQ-00124,2024-01-07,,3,3,5,tracked,HHC,False
EQ-00125,2024-03-17,34,7,10,12,tracked,1-2 BN,False
EQ-00126,2024-12-22,50,0,6,7,wheeled,2-1 BN,False
EQ-00127,2024-06-20,102,3,3,8,wheeled,1-1 BN,False
EQ-00128,2024-06-25,113,7,10,12,engineer,DIV CAV,False
EQ-00129,2024-02-19,34,1,6,6,engineer,DIV CAV,False
EQ-00130,2024-02-15,176,1,4,6,comms,DIV CAV,False
EQ-00131,2024-01-21,136,3,3,3,tracked,BSB,False
EQ-00132,2024-10-04,100,6,7,8,aviation,BSB,False
EQ-00133,2024-04-13,4,8,8,10,wheeled,1-3 BN,False
EQ-00134,2024-08-01,11,6,7,12,comms,1-2 BN,False
EQ-00135,2024-02-13,101,5,7,7,engineer,1-3 BN,False
EQ-00136,2024-05-10,113,6,9,10,aviation,DIV CAV,False
EQ-00137,2024-04-06,89,0,2,7,tracked,1-2 BN,False
EQ-00138,2024-08-20,44,6,7,10,tracked,1-1 BN,False
EQ-00139,2024-02-15,66,3,9,12,aviation,BSB,False
EQ-00140,2024-06-24,69,2,2,7,engineer,DIV CAV,False
EQ-00141,2024-11-21,127,1,6,10,wheeled,1-2 BN,False
EQ-00142,2024-11-23,22,6,8,9,tracked,1-3 BN,False
EQ-00143,2024-05-02,73,7,8,10,tracked,1-3 BN,False
EQ-00144,2024-09-29,67,3,9,9,tracked,1-2 BN,False
EQ-00145,2024-02-09,94,8,11,14,wheeled,HHC,True
EQ-00146,2024-05-16,100,4,7,9,aviation,2-1 BN,False
EQ-00147,2024-10-27,163,5,6,8,aviation,2-1 BN,False
EQ-00148,2024-07-08,70,6,9,14,engineer,DIV CAV,False
EQ-00149,2024-07-14,72,2,2,3,wheeled,1-3 BN,False
EQ-00150,2024-01-12,3,5,11,15,engineer,1-3 BN,False
EQ-00151,2024-09-17,48,6,10,11,wheeled,1-3 BN,False
EQ-00152,2024-10-21,115,2,2,3,comms,BSB,True
EQ-00153,2024-05-21,151,1,3,4,tracked,BSB,False
EQ-00154,2024-05-26,68,8,12,13,wheeled,1-2 BN,False
EQ-00155,2024-07-31,82,4,5,10,wheeled,2-1 BN,False
EQ-00156,2024-10-17,118,3,3,8,comms,1-1 BN,False
EQ-00157,2024-09-30,136,5,6,7,wheeled,1-1 BN,False
EQ-00158,2024-07-07,143,4,6,7,engineer,BSB,False
EQ-00159,2024-12-02,46,6,10,13,aviation,BSB,False
EQ-00160,2024-12-14,,7,8,13,comms,BSB,False
EQ-00161,2024-11-27,106,5,10,11,wheeled,2-1 BN,False
EQ-00162,2024-08-24,111,6,11,13,comms,1-2 BN,False
EQ-00163,2024-08-27,16,0,6,11,wheeled,BSB,False
EQ-00164,2024-03-19,17,0,2,4,comms,HHC,False
EQ-00165,2024-01-24,,2,5,10,wheeled,1-2 BN,False
EQ-00166,2024-02-03,119,3,3,6,aviation,1-3 BN,True
EQ-00167,2024-04-26,32,3,9,12,engineer,HHC,False
EQ-00168,2024-12-21,43,0,1,1,wheeled,DIV CAV,False
EQ-00169,2024-06-26,133,6,7,12,aviation,HHC,True
EQ-00170,2024-04-05,125,3,5,6,engineer,DIV CAV,False
EQ-00171,2024-06-29,38,2,3,8,tracked,BSB,False
EQ-00172,2024-08-14,49,8,12,16,tracked,1-3 BN,False
EQ-00173,2024-07-05,57,5,6,7,comms,2-1 BN,False
EQ-00174,2024-02-14,9,7,10,10,engineer,DIV CAV,False
EQ-00175,2024-08-23,100,7,13,13,wheeled,BSB,False
EQ-00176,2024-03-22,26,0,3,3,tracked,1-1 BN,False
EQ-00177,2024-06-30,143,8,13,14,engineer,BSB,False
EQ-00178,2024-09-09,68,8,14,16,comms,2-1 BN,False
EQ-00179,2024-04-12,68,2,3,4,aviation,1-2 BN,False
EQ-00180,2024-12-19,42,8,8,13,tracked,DIV CAV,True
EQ-00181,2024-05-29,89,8,13,18,aviation,HHC,False
EQ-00182,2024-12-06,91,6,6,9,tracked,DIV CAV,False
EQ-00183,2024-06-21,13,6,7,12,tracked,2-1 BN,False
EQ-00184,2024-05-05,30,8,8,10,wheeled,BSB,False
EQ-00185,2024-09-08,61,0,3,8,aviation,BSB,False
EQ-00186,2024-10-13,168,8,10,11,aviation,HHC,True
EQ-00187,2024-02-06,45,6,11,11,tracked,1-3 BN,False
EQ-00188,2024-12-05,122,5,8,8,comms,1-3 BN,False
EQ-00189,2024-08-31,65,1,7,8,wheeled,HHC,False
EQ-00190,2024-02-04,69,1,1,5,aviation,HHC,False
EQ-00191,2024-06-24,5,1,5,10,aviation,1-2 BN,False
EQ-00192,2024-10-29,128,5,11,12,aviation,BSB,True
EQ-00193,2024-01-01,,2,5,6,tracked,1-1 BN,False
EQ-00194,2024-11-14,170,1,2,4,comms,1-2 BN,True
EQ-00195,2024-10-19,111,6,9,13,tracked,2-1 BN,False
EQ-00196,2024-07-26,134,7,8,8,wheeled,2-1 BN,False
EQ-00197,2024-09-04,155,2,3,6,tracked,HHC,False
EQ-00198,2024-01-15,179,8,12,16,comms,DIV CAV,False
EQ-00199,2024-08-03,164,3,8,13,aviation,HHC,False
EQ-00200,2024-12-20,155,1,6,9,aviation,1-2 BN,False
EQ-00201,2024-01-16,149,5,6,7,engineer,1-1 BN,False
EQ-00202,2024-03-22,91,0,6,8,wheeled,2-1 BN,False
EQ-00203,2024-05-19,117,4,7,7,aviation,1-1 BN,False
EQ-00204,2024-03-12,119,6,8,10,comms,BSB,False
EQ-00205,2024-08-10,147,7,11,14,comms,1-1 BN,False
EQ-00206,2024-08-02,89,6,11,11,tracked,1-3 BN,False
EQ-00207,2024-01-17,91,5,10,11,wheeled,1-1 BN,False
EQ-00208,2024-10-28,145,6,10,11,comms,2-1 BN,False
EQ-00209,2024-02-10,145,5,6,10,wheeled,1-2 BN,False
EQ-00210,2024-06-13,,5,9,12,tracked,1-2 BN,False
EQ-00211,2024-07-07,136,2,5,8,aviation,2-1 BN,False
EQ-00212,2024-06-02,81,4,8,12,tracked,BSB,False
EQ-00213,2024-10-18,90,4,7,12,aviation,1-3 BN,False
EQ-00214,2024-06-18,75,3,5,10,aviation,1-1 BN,False
EQ-00215,2024-06-05,146,3,9,13,engineer,HHC,False
EQ-00216,2024-05-12,73,3,7,9,aviation,1-3 BN,False
EQ-00217,2024-01-09,169,8,9,10,engineer,DIV CAV,False
EQ-00218,2024-06-17,155,7,12,13,engineer,HHC,False
EQ-00219,2024-09-29,70,1,2,3,engineer,1-1 BN,False
EQ-00220,2024-10-19,177,2,2,5,comms,2-1 BN,False
EQ-00221,2024-06-16,133,5,6,8,aviation,BSB,False
EQ-00222,2024-07-30,150,2,8,9,aviation,1-1 BN,True
EQ-00223,2024-01-22,111,4,7,7,aviation,DIV CAV,False
EQ-00224,2024-04-24,8,2,7,9,engineer,BSB,False
EQ-00225,2024-02-28,119,5,11,14,tracked,DIV CAV,False
EQ-00226,2024-12-27,85,5,10,15,engineer,1-1 BN,False
EQ-00227,2024-10-11,21,3,3,5,comms,DIV CAV,False
EQ-00228,2024-06-01,84,6,9,10,tracked,1-2 BN,True
EQ-00229,2024-10-04,53,4,5,6,engineer,1-2 BN,False
EQ-00230,2024-12-09,,3,4,6,tracked,1-2 BN,False
EQ-00231,2024-05-15,28,0,2,3,comms,HHC,False
EQ-00232,2024-10-23,178,6,12,16,comms,1-1 BN,False
EQ-00233,2024-10-09,37,4,7,11,aviation,1-2 BN,False
EQ-00234,2024-11-30,125,7,9,9,wheeled,1-2 BN,False
EQ-00235,2024-01-20,82,0,1,2,aviation,BSB,False
EQ-00236,2024-07-06,144,4,7,10,wheeled,2-1 BN,False
EQ-00237,2024-06-21,35,8,9,13,tracked,1-1 BN,False
EQ-00238,2024-03-10,103,1,2,3,wheeled,1-2 BN,False
EQ-00239,2024-01-12,105,7,10,10,tracked,1-1 BN,False
EQ-00240,2024-12-09,94,0,3,6,comms,2-1 BN,False
EQ-00241,2024-11-08,81,3,8,8,engineer,HHC,False
EQ-00242,2024-07-08,45,3,8,12,tracked,1-3 BN,False
EQ-00243,2024-09-06,56,4,9,10,tracked,DIV CAV,True
EQ-00244,2024-05-31,149,0,0,3,comms,1-2 BN,False
EQ-00245,2024-12-04,96,0,3,8,tracked,BSB,False
EQ-00246,2024-05-12,27,7,12,17,engineer,1-3 BN,False
EQ-00247,2024-05-13,154,2,4,4,comms,HHC,False
EQ-00248,2024-10-04,113,2,8,13,tracked,1-2 BN,False
EQ-00249,2024-06-22,17,2,3,5,engineer,BSB,False
EQ-00250,2024-10-26,137,4,9,11,aviation,HHC,False
EQ-00251,2024-03-16,161,3,6,10,tracked,1-1 BN,False
EQ-00252,2024-04-05,23,0,0,4,wheeled,DIV CAV,False
EQ-00253,2024-01-22,177,8,11,16,tracked,HHC,False
EQ-00254,2024-02-07,125,4,9,9,comms,1-2 BN,False
EQ-00255,2024-11-02,151,4,9,11,tracked,1-3 BN,False
EQ-00256,2024-02-26,45,2,5,8,comms,1-2 BN,False
EQ-00257,2024-04-22,42,0,2,4,engineer,1-1 BN,False
EQ-00258,2024-07-11,83,4,8,13,tracked,1-2 BN,False
EQ-00259,2024-04-09,51,3,5,7,wheeled,BSB,False
EQ-00260,2024-01-10,133,7,11,15,aviation,1-3 BN,False
EQ-00261,2024-01-07,43,0,6,8,aviation,2-1 BN,False
EQ-00262,2024-09-16,81,3,9,14,aviation,1-3 BN,False
EQ-00263,2024-11-15,163,3,4,8,tracked,2-1 BN,False
EQ-00264,2024-04-29,128,7,9,10,aviation,1-3 BN,True
EQ-00265,2024-10-17,,1,4,6,tracked,1-2 BN,False
EQ-00266,2024-11-05,,5,9,14,tracked,1-2 BN,False
EQ-00267,2024-10-30,83,6,7,7,aviation,1-3 BN,False
EQ-00268,2024-06-10,112,3,6,11,engineer,1-2 BN,False
EQ-00269,2024-11-26,160,4,9,10,comms,2-1 BN,True
EQ-00270,2024-02-08,160,8,8,13,aviation,1-3 BN,False
EQ-00271,2024-02-19,28,3,8,12,tracked,1-1 BN,False
EQ-00272,2024-01-23,58,2,2,7,aviation,BSB,True
EQ-00273,2024-03-18,45,1,3,8,wheeled,HHC,False
EQ-00274,2024-02-27,112,8,11,15,aviation,2-1 BN,False
EQ-00275,2024-06-01,150,1,5,7,wheeled,DIV CAV,False
EQ-00276,2024-01-30,79,2,8,13,comms,BSB,True
EQ-00277,2024-07-17,129,7,10,15,tracked,1-2 BN,False
EQ-00278,2024-06-09,100,6,8,11,engineer,BSB,False
EQ-00279,2024-03-01,34,3,5,10,engineer,DIV CAV,False
EQ-00280,2024-03-13,46,1,2,3,comms,HHC,True
EQ-00281,2024-02-02,157,4,8,9,wheeled,1-1 BN,False
EQ-00282,2024-05-24,146,1,1,4,comms,2-1 BN,False
EQ-00283,2024-03-19,153,4,8,13,comms,HHC,False
EQ-00284,2024-03-23,29,8,8,8,engineer,2-1 BN,False
EQ-00285,2024-08-04,,2,7,7,comms,1-3 BN,False
EQ-00286,2024-04-10,50,8,11,12,tracked,1-1 BN,False
EQ-00287,2024-06-13,46,4,5,9,wheeled,DIV CAV,False
EQ-00288,2024-12-29,142,2,5,9,wheeled,BSB,False
EQ-00289,2024-10-16,116,6,10,15,engineer,BSB,False
EQ-00290,2024-08-22,59,2,8,12,comms,1-2 BN,False
EQ-00291,2024-09-13,173,3,4,7,engineer,HHC,False
EQ-00292,2024-02-12,30,8,14,17,engineer,2-1 BN,False
EQ-00293,2024-02-23,79,1,1,1,tracked,HHC,False
EQ-00294,2024-09-15,58,2,2,7,tracked,DIV CAV,False
EQ-00295,2024-04-24,119,1,5,8,aviation,BSB,False
